date,interviewer,interviewee_position,research_q,q_field,interview_turn,data,speaker,Code,LTP,Activity,Value_activity,Bias_activity,Q8_aware,Evidence,Value_evid,Constraining_factors,Enabling_factors,Outcomes,NGO_network,Gvt_network,Code_notes
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",96,Two maybe ,respondent,NA,"Language
Cognitive / learning",Other,NA,Open response,NA,NA,NA,NA,NA,NA,NA,NA,Benefits of LTP on language and arithmetics
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",97,So those t,respondent,NA,Holistic learning,Other,NA,Open response,NA,NA,NA,NA,NA,NA,NA,NA,LTP as a tool for social interaction
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",98,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",99,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",100,Do you sti,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",101,I think we,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",102,VVOB from ,respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Open response,NA,NA,NA,NA,NA,Other,VVOB,Other,"Other = engagement to ensure ""the project becomes a product"""
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",103,And their ,respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Open response,NA,NA,NA,NA,NA,Curriculum/documents,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",104,So to me V,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VVOB,NA,Key stakeholder
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",105,We have al,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Other = Word Vision
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",106,I will rea,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",107,Can you co,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",108,Questions ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",109,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",110,How valuab,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",111,What kind ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",112,Who were t,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",113,No data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",114,8a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",115,Support to,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",116,teacher ma,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",117,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",118,Yes VVOB h,respondent,NA,NA,Curriculum/doc review,NA,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",119,We worked ,respondent,NA,NA,NA,NA,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,Past engagements with VVOB
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",120,How valuab,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",121,I think it,respondent,NA,NA,Curriculum/doc review,NA,Question 8,NA,NA,NA,NA,NA,Curriculum/documents,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",122,You know V,respondent,NA,NA,Support to teacher training,Valuable,Question 9,NA,NA,NA,NA,NA,NA,VVOB,NA,Trained teachers
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",123,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",124,8b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",125,Site and C,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",126,accompanyi,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",127,Participat,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",128,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",129,In terms o,respondent,NA,NA,Support to teacher training,Valuable,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,"Trained teachers
The interviewee repeated the anwer from q 120"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",130,So to me t,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",131,And would ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",132,Working pa,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",133,No joining,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",134,I think wo,respondent,NA,NA,Field visits,NA,Question 8,NA,NA,NA,NA,NA,NA,Other,NA,"Other = Word Vision, Child Centennial, Child Funds, Roks and Zoks"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,135,8c,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,136,Participat,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,137,Probe here,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,138,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,139,Project co,respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,Other,"VVOB doesn't coordinate projects since they're coordinated by the ""planning departament""
Other = Ministry of Education"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",140,8d,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",141,Regional s,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",142,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",143,Yes I was ,respondent,NA,NA,Regional study visits (int'l field trips),NA,Question 8,Aware,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",144,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",145,So VVOB ha,respondent,NA,NA,Regional study visits (int'l field trips),Unclear,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,"Specificaly VVBO as facilitator, participan and organizer"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",146,How valuab,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",147,The visits,respondent,State sponsored ECE,NA,Regional study visits (int'l field trips),Valuable,Question 8,NA,NA,NA,Other,Funding/Infrastructural,NA,NA,NA,"Other = Teacher compensation disparity between Uganda and Zambia
Constraining factor in Uganda
Enabling in Zambia"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",148,Yeah it wa,respondent,NA,Local materials,Regional study visits (int'l field trips),Valuable,Question 8,NA,Early learning,Valuable,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",149,They were ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,150,8e,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,151,Support to,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,152,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,153,"Yes, they ",respondent,NA,Other,Support to teacher training,Valuable,Question 8,Aware,Early learning,Valuable,NA,NA,LTP understanding,VVOB,NA,"Teachers in the copper belt and Lusaka trained during 10-15 days.
Trainings in child brain development, methods of teaching, discipline"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8e. Support to teacher training implementation at district levels,154,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),155,8f,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),156,Person-to-,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),157,Are you aw,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),158,How valuab,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),159,To be hone,respondent,NA,NA,Adhoc / 1on1 interactions,Unclear,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,Other,Other = Ministry of Education
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8f. Person-to-person interactions at the MoE (VVOB holds an office at the physical MoE),160,And they e,respondent,NA,NA,Adhoc / 1on1 interactions,Valuable,Question 8,NA,Transferability,Valuable,NA,NA,NA,VVOB,NA,Value by sharing knowledge
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,161,VVOB has a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,162,How do you,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,9. VVOB has a long held relationship with the ministry. How do you feel this impacts their work with you and your colleagues?,163,VVOB has d,respondent,NA,NA,"Curriculum/doc review 
Support to teacher training 
Regional study visits (int'l field trips)
Other",Valuable,Open response,NA,NA,NA,NA,NA,"Curriculum/documents
LTP understanding
Implementation
Other",VVOB,NA,Other = VVBO has also sponsored conferences
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"10. To the best of your knowledge, how has VVOB supported you in Learning through Play policy making or policy implementation?",164,To the bes,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"10. To the best of your knowledge, how has VVOB supported you in Learning through Play policy making or policy implementation?",165,Aaah maybe,respondent,NA,NA,Q10 -Maintaining VVOB office,Valuable,Open response,NA,NA,NA,NA,NA,"Curriculum/documents
Policy",NA,Other,Cooperation with the Ministry of Education to create materials and policies
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,166,10a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,167,What kinds,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10a. What kinds of input did they give?,168,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,169,10b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,170,To what ex,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10b. To what extent did VVOB invite you and your colleagues to collaborate?,171,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,172,10c,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,10c. How has this collaboration weakened or strengthened your Learning through Play policy making and implementation?,173,How has th,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
