date,interviewer,interviewee_position,research_q,q_field,interview_turn,data,speaker,Code,LTP,Activity,Value_activity,Bias_activity,Q8_aware,Evidence,Value_evid,Constraining_factors,Enabling_factors,Outcomes,NGO_network,Gvt_network,Code_notes
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,80,"Yaah like I said that ummm aaah cooperating partners were brought together and they started doing the mapping together because the methodology was the same the child we are looking for to empower is the same child, so you would find that the time is different Others may call it learning routes, others would call it learning through play, others would call it grass roots learning you know all these are terminologies and yet the methods or the content its self is all about learning through play so to avoid conflict of interest we have been mapping together with the stake holders to see how best all these methodologies can work to benefit a child so stake holders have been very cooperative and supportive",respondent,NA,NA,Project Coordinating Committee (has subcommittees),Valuable,Open response,NA,NA,NA,NA,NA,Leadership/strategy,PCC (Proj Coord Comm),NA,Unified approach/strategy with stakeholders to an enhanced methodology
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,81,Yeah.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,82,Okay thank you so much,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,83,"And have they also been supporting in the implementation, can we briefly talk about if they have been supporting the implementation",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,84,"Yes we have had other partners who come in, for example like some of the materials which were brought by them and they are others that have been still reprinted",respondent,NA,NA,Curriculum/doc review,NA,Open response,NA,NA,NA,NA,NA,Curriculum/documents,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,85,Maybe like by UNICEF has come on play just ensure that this concept of L earning through play gains prominence and comes to be respected.,respondent,NA,NA,Other,NA,Open response,NA,NA,NA,NA,NA,Other,UNICEF,NA,Advocacy for LTP prominence
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6. How have cooperating partners (CPs) or implementing partners engaged you or your colleagues on the topic of Learning through Play?,86,"Okay, thank you so much",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6a. What cooperating partners do you work with regularly?,87,6a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6a. What cooperating partners do you work with regularly?,88,What cooperating partners do you work with regularly?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6a. What cooperating partners do you work with regularly?,89,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6b. What do you do with them?,90,6b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6b. What do you do with them?,91,What do you do with them?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,6b. What do you do with them?,92,Not asked,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",93,"Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",94,You can also comment on which ones have been effective,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",95,"Uuum I think it is quite a broad question but I think I can narrow it in this way that, uuum when you are talking about the influential activities in the education sector we are mainly looking about those that brought behavior change because the whole aim of education is to bring about a behavior change and that change should also help to bring upon a positive development of a child and that child would become a useful person in the environment",respondent,NA,Other,Other,NA,Open response,NA,NA,NA,NA,NA,NA,NA,NA,LTP as a behavioral change
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",96,"Two maybe from the perspective of Learning Through Play, we would talk about… to me activities that have to do with one, issues of language like English and literacy, because those they influence on how a child perceives a way out and on how a child develops the language and also the issues of arithmetic’s",respondent,NA,"Language
Cognitive / learning",Other,NA,Open response,NA,NA,NA,NA,NA,NA,NA,NA,Benefits of LTP on language and arithmetics
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",97,So those to me they shape a child of course also influential activities that have to do with social development. A human being is a social being and that is why you find that Learning Through Play is more forceful on issues of interaction. Social interaction is all about cohesion and human you know aaah like what I can call man to man supporting like if you are in those days of humanism but in these modern days we would talk about the combative type of social interaction.,respondent,NA,Holistic learning,Other,NA,Open response,NA,NA,NA,NA,NA,NA,NA,NA,LTP as a tool for social interaction
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",98,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",99,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",100,Do you still feel you have some engagement partners concerning Learning Through Play which we have not talked about in a way you understand?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",101,I think we still have a lot of engagements and one of them which has been standing is VVOB,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",102,VVOB from onset in engaging with government to ensure that this project becomes a product,respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Open response,NA,NA,NA,NA,NA,Other,VVOB,Other,"Other = engagement to ensure ""the project becomes a product"""
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",103,And their aim is that it doesn’t just become a product of donor funding but the product that is shined in the curriculum way,respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Open response,NA,NA,NA,NA,NA,Curriculum/documents,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",104,So to me VVOB stands out on this one of the key holders,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VVOB,NA,Key stakeholder
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"7. Considering all government engagements with cooperating partners, what activities are the most influential to you and your colleagues in building your knowledge or support for Learning through Play and ECE? Why? What activities are least influential to you and your colleagues? Why?",105,We have also others like World Vision but I think VVOB has marketed it well but of course even World vision but I think VVOB has expanded its vision.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Other = Word Vision
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",106,"I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",107,"Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",108,Questions for all activities:,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",109,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",110,How valuable is that participation to you?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",111,What kind of value does the activity offer?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",112,Who were the CPs that participated in that engagement?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8. I will read you some engagements that VVOB, as a cooperating partner, has told us about in preparing for this interview. Can you comment briefly on whether you or your colleagues are aware of the participation of the partners in the engagement, how valuable is that participation to you or your colleagues, and what kind of value does it offer?",113,No data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",114,8a,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",115,Support to review of curriculum and teacher development documents (eg,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",116,"teacher manuals, ECE curriculum)",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",117,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",118,Yes VVOB has been around for some time not only LTP but I also remember when we were developing uuum the college curriculum when VVOB was very young actually I think that’s when it was starting,respondent,NA,NA,Curriculum/doc review,NA,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",119,"We worked with VVOB around 2010 somewhere there they seriously participated in the development of the college curriculum, that one I can a test because we used to go travel together to the Eastern province with the team.",respondent,NA,NA,NA,NA,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,Past engagements with VVOB
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",120,How valuable is that participation to you?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",121,I think it changed the land scaping of you know how curriculums are set,respondent,NA,NA,Curriculum/doc review,NA,Question 8,NA,NA,NA,NA,NA,Curriculum/documents,VVOB,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",122,"You know VVOB had to bring in a lot of stake holders and experts and pay them, so to me I think that was another change in human development at national level, So the value is they brought in a dimension of having a competent trained teacher.",respondent,NA,NA,Support to teacher training,Valuable,Question 9,NA,NA,NA,NA,NA,NA,VVOB,NA,Trained teachers
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8a. Support to review of curriculum and teacher development documents (eg. teacher manuals, ECE curriculum)",123,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",124,8b,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",125,Site and Coaching visits (eg,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",126,"accompanying officials in the field to observe schools, coaches, etc.)",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",127,Participation on the PCC (Project Coordinating Committee),interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",128,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",129,"In terms of coaching the teachers, in terms of coming up with programs of mentoring, that one I can testify that they did that and the value which they brought around is again aaah having a cadre of aaah competent teachers and also not only teachers but also the administrators",respondent,NA,NA,Support to teacher training,Valuable,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,"Trained teachers
The interviewee repeated the anwer from q 120"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",130,So to me they added the value to the education service.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",131,And would you comment if other cooperating partners were involved or are involved in sites and coaching visits?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",132,Working partnership and VVOB stand alone?,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",133,No joining the ministry in the same efforts?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8b. Site and Coaching visits (eg. accompanying officials in the field to observe schools, coaches, etc.)",134,"I think world vision has been involved, child centennial has also been involved, Child funds has also been involved aaah doing that those are some of the key players, Roks and Zoks.",respondent,NA,NA,Field visits,NA,Question 8,NA,NA,NA,NA,NA,NA,Other,NA,"Other = Word Vision, Child Centennial, Child Funds, Roks and Zoks"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,135,8c,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,136,Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,137,Probe here: Are there any particular activities that you’ve done that were of great value to you? How do you perceive the success of these events?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,138,"Are you aware of the participation of VVOB in this activity?, particularly in Project coordinating committee, on the ECE subcommittee, are they involved",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,8c. Participation on the PCC (Project Coordinating Committee); particularly on the ECE subcommittee,139,"Project coordinating committee, the one where VVOB is in is coordinating committee for activities because when you talk about the project it has a life span but when you are talking about ECE programs yes they are part of what I call the national group of ECE stake holders and also in the ministry of education in that yes I can say but aaah coordinating projects no, projects are coordinated by the planning department.",respondent,NA,NA,Project Coordinating Committee (has subcommittees),NA,Question 8,Aware,NA,NA,NA,NA,NA,VVOB,Other,"VVOB doesn't coordinate projects since they're coordinated by the ""planning departament""
Other = Ministry of Education"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",140,8d,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",141,"Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",142,Are you aware of the participation of VVOB in this activity?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",143,Yes I was part of the team received some people from Uganda and Rwanda. Uuum we visited some places I think that was last year and the other year and the team from here went to Uganda to do the same,respondent,NA,NA,Regional study visits (int'l field trips),NA,Question 8,Aware,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",144,NA,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",145,"So VVOB has facilitated, participated, and organized.",respondent,NA,NA,Regional study visits (int'l field trips),Unclear,Question 8,NA,NA,NA,NA,NA,NA,VVOB,NA,"Specificaly VVBO as facilitator, participan and organizer"
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,"8d. Regional study visits (for viewing Learning through Play across eastern Africa, trip to Rwanda last year, hosted in Zambia for visitors from Rwanda and Uganda 2 years ago)",146,How valuable is that participation to you?,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
